site,ido,keido,train,hour,minute,rinji
61,36.55283912,136.6205407,up23,13,54,
62,36.56697342,136.6395826,up23,13,55,
63,36.57823804,136.6475734,up23,13,56,
1,35.64539102,136.0768759,up24,13,17,1
2,35.65929747,136.0950707,up24,13,17,1
3,35.68497762,136.1070751,up24,13,18,1
4,35.70317626,136.1146778,up24,13,19,1
5,35.76586476,136.1402872,up24,13,22,1
6,35.81812155,136.1610947,up24,13,24,1
7,35.84958885,136.1775007,up24,13,25,1
8,35.86416602,136.1882852,up24,13,26,1
9,35.88516998,136.195938,up24,13,27,1
10,35.89558136,136.1990239,up24,13,27,1
11,35.90843921,136.20189,up24,13,27,1
12,35.9223765,136.2070656,up24,13,28,1
13,35.93421603,136.2145703,up24,13,29,1
14,35.94846303,136.2176757,up24,13,29,1
15,35.95411921,136.2170287,up24,13,29,1
16,35.9687815,136.215476,up24,13,30,1
17,36.00602189,136.2232084,up24,13,31,1
18,36.01643618,136.2235517,up24,13,32,1
19,36.03156916,136.2189168,up24,13,32,1
20,36.04413021,136.2178633,up24,13,33,1
21,36.05494258,136.2181561,up24,13,33,1
22,36.06046657,136.2220607,up24,13,33,1
23,36.06215635,136.2235144,up24,13,35,1
24,36.06622689,136.2287961,up24,13,35,1
25,36.07190789,136.2329936,up24,13,35,1
26,36.08208533,136.2370934,up24,13,35,1
27,36.09186705,136.244024,up24,13,36,1
28,36.10259398,136.2450978,up24,13,36,1
29,36.10961302,136.2446097,up24,13,37,1
30,36.11978558,136.2442193,up24,13,37,1
31,36.12554155,136.2450002,up24,13,37,1
32,36.1353967,136.2489048,up24,13,38,1
33,36.15037415,136.2528094,up24,13,38,1
34,36.16314214,136.250369,up24,13,39,1
35,36.17858705,136.2451954,up24,13,39,1
36,36.1894597,136.2416813,up24,13,40,1
37,36.20513572,136.2361172,up24,13,40,1
38,36.21466584,136.2348483,up24,13,41,1
39,36.22513975,136.235922,up24,13,41,1
40,36.25497877,136.252907,up24,13,42,1
41,36.2996766,136.3170399,up24,13,45,1
42,36.31713957,136.3385152,up24,13,46,1
43,36.32083619,136.3508146,up24,13,46,1
44,36.32382481,136.3657497,up24,13,47,1
45,36.32421804,136.3843941,up24,13,47,1
46,36.32799296,136.4002077,up24,13,48,1
47,36.33860895,136.4188521,up24,13,48,1
48,36.35228964,136.4327134,up24,13,49,1
49,36.37147,136.4419868,up24,13,50,1
50,36.38349462,136.4493079,up24,13,50,1
51,36.39944599,136.4526268,up24,13,51,1
52,36.40281336,136.4527486,up24,13,51,1
53,36.41610106,136.4543839,up24,13,52,1
54,36.42968959,136.4625835,up24,13,52,1
55,36.44429656,136.4800566,up24,13,53,1
56,36.46643737,136.493625,up24,13,54,1
57,36.4834705,136.5069983,up24,13,55,1
58,36.50842473,136.5352089,up24,13,56,1
59,36.5253142,136.5629901,up24,13,57,1
60,36.53535544,136.5850922,up24,13,58,1
61,36.55283912,136.6205407,up24,13,59,1
62,36.56697342,136.6395826,up24,14,0,1
63,36.57823804,136.6475734,up24,14,1,1
1,35.64539102,136.0768759,up25,13,41,
2,35.65929747,136.0950707,up25,13,41,
3,35.68497762,136.1070751,up25,13,42,
4,35.70317626,136.1146778,up25,13,43,
5,35.76586476,136.1402872,up25,13,46,
6,35.81812155,136.1610947,up25,13,48,
7,35.84958885,136.1775007,up25,13,50,
8,35.86416602,136.1882852,up25,13,50,
9,35.88516998,136.195938,up25,13,51,
10,35.89558136,136.1990239,up25,13,53,
11,35.90843921,136.20189,up25,13,53,
12,35.9223765,136.2070656,up25,13,54,
13,35.93421603,136.2145703,up25,13,54,
14,35.94846303,136.2176757,up25,13,55,
15,35.95411921,136.2170287,up25,13,55,
16,35.9687815,136.215476,up25,13,56,
17,36.00602189,136.2232084,up25,13,58,
18,36.01643618,136.2235517,up25,13,58,
19,36.03156916,136.2189168,up25,13,59,
20,36.04413021,136.2178633,up25,14,0,
21,36.05494258,136.2181561,up25,14,0,
22,36.06046657,136.2220607,up25,14,0,
23,36.06215635,136.2235144,up25,14,2,
24,36.06622689,136.2287961,up25,14,2,
25,36.07190789,136.2329936,up25,14,2,
26,36.08208533,136.2370934,up25,14,3,
27,36.09186705,136.244024,up25,14,3,
28,36.10259398,136.2450978,up25,14,4,
29,36.10961302,136.2446097,up25,14,4,
30,36.11978558,136.2442193,up25,14,5,
31,36.12554155,136.2450002,up25,14,5,
32,36.1353967,136.2489048,up25,14,5,
33,36.15037415,136.2528094,up25,14,6,
34,36.16314214,136.250369,up25,14,7,
35,36.17858705,136.2451954,up25,14,8,
36,36.1894597,136.2416813,up25,14,8,
37,36.20513572,136.2361172,up25,14,9,
38,36.21466584,136.2348483,up25,14,11,
39,36.22513975,136.235922,up25,14,11,
40,36.25497877,136.252907,up25,14,13,
41,36.2996766,136.3170399,up25,14,17,
42,36.31713957,136.3385152,up25,14,18,
43,36.32083619,136.3508146,up25,14,20,
44,36.32382481,136.3657497,up25,14,20,
45,36.32421804,136.3843941,up25,14,21,
46,36.32799296,136.4002077,up25,14,22,
47,36.33860895,136.4188521,up25,14,23,
48,36.35228964,136.4327134,up25,14,24,
49,36.37147,136.4419868,up25,14,25,
50,36.38349462,136.4493079,up25,14,25,
51,36.39944599,136.4526268,up25,14,26,
52,36.40281336,136.4527486,up25,14,28,
53,36.41610106,136.4543839,up25,14,28,
54,36.42968959,136.4625835,up25,14,29,
55,36.44429656,136.4800566,up25,14,30,
56,36.46643737,136.493625,up25,14,31,
57,36.4834705,136.5069983,up25,14,32,
58,36.50842473,136.5352089,up25,14,33,
59,36.5253142,136.5629901,up25,14,35,
60,36.53535544,136.5850922,up25,14,35,
61,36.55283912,136.6205407,up25,14,37,
62,36.56697342,136.6395826,up25,14,38,
63,36.57823804,136.6475734,up25,14,39,
1,35.64539102,136.0768759,up26,13,48,
2,35.65929747,136.0950707,up26,13,48,
3,35.68497762,136.1070751,up26,13,49,
4,35.70317626,136.1146778,up26,13,50,
5,35.76586476,136.1402872,up26,13,53,
6,35.81812155,136.1610947,up26,13,55,
7,35.84958885,136.1775007,up26,13,57,
8,35.86416602,136.1882852,up26,13,57,
9,35.88516998,136.195938,up26,13,58,
10,35.89558136,136.1990239,up26,14,0,
11,35.90843921,136.20189,up26,14,0,
12,35.9223765,136.2070656,up26,14,1,
13,35.93421603,136.2145703,up26,14,1,
14,35.94846303,136.2176757,up26,14,2,
15,35.95411921,136.2170287,up26,14,2,
16,35.9687815,136.215476,up26,14,3,
17,36.00602189,136.2232084,up26,14,5,
18,36.01643618,136.2235517,up26,14,5,
19,36.03156916,136.2189168,up26,14,6,
20,36.04413021,136.2178633,up26,14,7,
21,36.05494258,136.2181561,up26,14,7,
22,36.06046657,136.2220607,up26,14,7,
23,36.06215635,136.2235144,up26,14,9,
24,36.06622689,136.2287961,up26,14,9,
25,36.07190789,136.2329936,up26,14,9,
26,36.08208533,136.2370934,up26,14,10,
27,36.09186705,136.244024,up26,14,10,
28,36.10259398,136.2450978,up26,14,11,
29,36.10961302,136.2446097,up26,14,11,
30,36.11978558,136.2442193,up26,14,12,
31,36.12554155,136.2450002,up26,14,12,
32,36.1353967,136.2489048,up26,14,12,
33,36.15037415,136.2528094,up26,14,13,
34,36.16314214,136.250369,up26,14,14,
35,36.17858705,136.2451954,up26,14,15,
36,36.1894597,136.2416813,up26,14,15,
37,36.20513572,136.2361172,up26,14,16,
38,36.21466584,136.2348483,up26,14,18,
39,36.22513975,136.235922,up26,14,18,
40,36.25497877,136.252907,up26,14,20,
41,36.2996766,136.3170399,up26,14,24,
42,36.31713957,136.3385152,up26,14,25,
43,36.32083619,136.3508146,up26,14,27,
44,36.32382481,136.3657497,up26,14,27,
45,36.32421804,136.3843941,up26,14,28,
46,36.32799296,136.4002077,up26,14,29,
47,36.33860895,136.4188521,up26,14,30,
48,36.35228964,136.4327134,up26,14,31,
49,36.37147,136.4419868,up26,14,32,
50,36.38349462,136.4493079,up26,14,32,
51,36.39944599,136.4526268,up26,14,33,
52,36.40281336,136.4527486,up26,14,35,
53,36.41610106,136.4543839,up26,14,35,
54,36.42968959,136.4625835,up26,14,36,
55,36.44429656,136.4800566,up26,14,37,
56,36.46643737,136.493625,up26,14,38,
57,36.4834705,136.5069983,up26,14,39,
58,36.50842473,136.5352089,up26,14,40,
59,36.5253142,136.5629901,up26,14,42,
60,36.53535544,136.5850922,up26,14,42,
61,36.55283912,136.6205407,up26,14,44,
62,36.56697342,136.6395826,up26,14,45,
63,36.57823804,136.6475734,up26,14,46,
1,35.64539102,136.0768759,up27,14,11,
2,35.65929747,136.0950707,up27,14,11,
3,35.68497762,136.1070751,up27,14,12,
4,35.70317626,136.1146778,up27,14,13,
5,35.76586476,136.1402872,up27,14,16,
6,35.81812155,136.1610947,up27,14,18,
7,35.84958885,136.1775007,up27,14,20,
8,35.86416602,136.1882852,up27,14,20,
9,35.88516998,136.195938,up27,14,21,
10,35.89558136,136.1990239,up27,14,23,
11,35.90843921,136.20189,up27,14,23,
12,35.9223765,136.2070656,up27,14,24,
13,35.93421603,136.2145703,up27,14,24,
14,35.94846303,136.2176757,up27,14,25,
15,35.95411921,136.2170287,up27,14,25,
16,35.9687815,136.215476,up27,14,26,
17,36.00602189,136.2232084,up27,14,28,
18,36.01643618,136.2235517,up27,14,28,
19,36.03156916,136.2189168,up27,14,29,
20,36.04413021,136.2178633,up27,14,30,
21,36.05494258,136.2181561,up27,14,30,
22,36.06046657,136.2220607,up27,14,30,
23,36.06215635,136.2235144,up27,14,32,
24,36.06622689,136.2287961,up27,14,32,
25,36.07190789,136.2329936,up27,14,32,
26,36.08208533,136.2370934,up27,14,33,
27,36.09186705,136.244024,up27,14,33,
28,36.10259398,136.2450978,up27,14,34,
29,36.10961302,136.2446097,up27,14,34,
30,36.11978558,136.2442193,up27,14,35,
31,36.12554155,136.2450002,up27,14,35,
32,36.1353967,136.2489048,up27,14,35,
33,36.15037415,136.2528094,up27,14,36,
34,36.16314214,136.250369,up27,14,37,
35,36.17858705,136.2451954,up27,14,38,
36,36.1894597,136.2416813,up27,14,38,
37,36.20513572,136.2361172,up27,14,39,
38,36.21466584,136.2348483,up27,14,41,
39,36.22513975,136.235922,up27,14,41,
40,36.25497877,136.252907,up27,14,43,
41,36.2996766,136.3170399,up27,14,47,
42,36.31713957,136.3385152,up27,14,48,
43,36.32083619,136.3508146,up27,14,50,
44,36.32382481,136.3657497,up27,14,50,
45,36.32421804,136.3843941,up27,14,51,
46,36.32799296,136.4002077,up27,14,52,
47,36.33860895,136.4188521,up27,14,53,
48,36.35228964,136.4327134,up27,14,54,
49,36.37147,136.4419868,up27,14,55,
50,36.38349462,136.4493079,up27,14,55,
51,36.39944599,136.4526268,up27,14,56,
52,36.40281336,136.4527486,up27,14,58,
53,36.41610106,136.4543839,up27,14,58,
54,36.42968959,136.4625835,up27,14,59,
55,36.44429656,136.4800566,up27,15,0,
56,36.46643737,136.493625,up27,15,1,
57,36.4834705,136.5069983,up27,15,2,
58,36.50842473,136.5352089,up27,15,3,
59,36.5253142,136.5629901,up27,15,5,
60,36.53535544,136.5850922,up27,15,5,
61,36.55283912,136.6205407,up27,15,7,
62,36.56697342,136.6395826,up27,15,8,
63,36.57823804,136.6475734,up27,15,9,
1,35.64539102,136.0768759,up28,14,41,
2,35.65929747,136.0950707,up28,14,41,
3,35.68497762,136.1070751,up28,14,43,
4,35.70317626,136.1146778,up28,14,43,
5,35.76586476,136.1402872,up28,14,46,
6,35.81812155,136.1610947,up28,14,49,
7,35.84958885,136.1775007,up28,14,50,
8,35.86416602,136.1882852,up28,14,51,
9,35.88516998,136.195938,up28,14,52,
10,35.89558136,136.1990239,up28,14,54,
11,35.90843921,136.20189,up28,14,54,
12,35.9223765,136.2070656,up28,14,55,
13,35.93421603,136.2145703,up28,14,55,
14,35.94846303,136.2176757,up28,14,56,
15,35.95411921,136.2170287,up28,14,56,
16,35.9687815,136.215476,up28,14,57,
17,36.00602189,136.2232084,up28,14,59,
18,36.01643618,136.2235517,up28,14,59,
19,36.03156916,136.2189168,up28,15,0,
20,36.04413021,136.2178633,up28,15,1,
21,36.05494258,136.2181561,up28,15,1,
22,36.06046657,136.2220607,up28,15,1,
23,36.06215635,136.2235144,up28,15,3,
24,36.06622689,136.2287961,up28,15,3,
25,36.07190789,136.2329936,up28,15,3,
26,36.08208533,136.2370934,up28,15,4,
27,36.09186705,136.244024,up28,15,4,
28,36.10259398,136.2450978,up28,15,4,
29,36.10961302,136.2446097,up28,15,5,
30,36.11978558,136.2442193,up28,15,5,
31,36.12554155,136.2450002,up28,15,5,
32,36.1353967,136.2489048,up28,15,6,
33,36.15037415,136.2528094,up28,15,7,
34,36.16314214,136.250369,up28,15,7,
35,36.17858705,136.2451954,up28,15,8,
36,36.1894597,136.2416813,up28,15,8,
37,36.20513572,136.2361172,up28,15,9,
38,36.21466584,136.2348483,up28,15,11,
39,36.22513975,136.235922,up28,15,11,
40,36.25497877,136.252907,up28,15,13,
41,36.2996766,136.3170399,up28,15,17,
42,36.31713957,136.3385152,up28,15,18,
43,36.32083619,136.3508146,up28,15,20,
44,36.32382481,136.3657497,up28,15,20,
45,36.32421804,136.3843941,up28,15,21,
46,36.32799296,136.4002077,up28,15,22,
47,36.33860895,136.4188521,up28,15,23,
48,36.35228964,136.4327134,up28,15,24,
49,36.37147,136.4419868,up28,15,25,
50,36.38349462,136.4493079,up28,15,25,
51,36.39944599,136.4526268,up28,15,26,
52,36.40281336,136.4527486,up28,15,28,
53,36.41610106,136.4543839,up28,15,28,
54,36.42968959,136.4625835,up28,15,29,
55,36.44429656,136.4800566,up28,15,30,
56,36.46643737,136.493625,up28,15,31,
57,36.4834705,136.5069983,up28,15,32,
58,36.50842473,136.5352089,up28,15,33,
59,36.5253142,136.5629901,up28,15,35,
60,36.53535544,136.5850922,up28,15,35,
61,36.55283912,136.6205407,up28,15,37,
62,36.56697342,136.6395826,up28,15,38,
63,36.57823804,136.6475734,up28,15,39,
1,35.64539102,136.0768759,up29,15,4,
2,35.65929747,136.0950707,up29,15,4,
3,35.68497762,136.1070751,up29,15,5,
4,35.70317626,136.1146778,up29,15,6,
5,35.76586476,136.1402872,up29,15,9,
6,35.81812155,136.1610947,up29,15,11,
7,35.84958885,136.1775007,up29,15,12,
8,35.86416602,136.1882852,up29,15,13,
9,35.88516998,136.195938,up29,15,14,
10,35.89558136,136.1990239,up29,15,14,
11,35.90843921,136.20189,up29,15,14,
12,35.9223765,136.2070656,up29,15,15,
13,35.93421603,136.2145703,up29,15,16,
14,35.94846303,136.2176757,up29,15,16,
15,35.95411921,136.2170287,up29,15,16,
16,35.9687815,136.215476,up29,15,17,
17,36.00602189,136.2232084,up29,15,18,
18,36.01643618,136.2235517,up29,15,19,
19,36.03156916,136.2189168,up29,15,19,
20,36.04413021,136.2178633,up29,15,20,
21,36.05494258,136.2181561,up29,15,20,
22,36.06046657,136.2220607,up29,15,20,
23,36.06215635,136.2235144,up29,15,22,
24,36.06622689,136.2287961,up29,15,22,
25,36.07190789,136.2329936,up29,15,22,
26,36.08208533,136.2370934,up29,15,23,
27,36.09186705,136.244024,up29,15,23,
28,36.10259398,136.2450978,up29,15,24,
29,36.10961302,136.2446097,up29,15,24,
30,36.11978558,136.2442193,up29,15,25,
31,36.12554155,136.2450002,up29,15,25,
32,36.1353967,136.2489048,up29,15,25,
33,36.15037415,136.2528094,up29,15,26,
34,36.16314214,136.250369,up29,15,27,
35,36.17858705,136.2451954,up29,15,28,
36,36.1894597,136.2416813,up29,15,28,
37,36.20513572,136.2361172,up29,15,29,
38,36.21466584,136.2348483,up29,15,31,
39,36.22513975,136.235922,up29,15,31,
40,36.25497877,136.252907,up29,15,33,
41,36.2996766,136.3170399,up29,15,36,
42,36.31713957,136.3385152,up29,15,37,
43,36.32083619,136.3508146,up29,15,39,
44,36.32382481,136.3657497,up29,15,39,
45,36.32421804,136.3843941,up29,15,40,
46,36.32799296,136.4002077,up29,15,40,
47,36.33860895,136.4188521,up29,15,41,
48,36.35228964,136.4327134,up29,15,42,
49,36.37147,136.4419868,up29,15,43,
50,36.38349462,136.4493079,up29,15,43,
51,36.39944599,136.4526268,up29,15,44,
52,36.40281336,136.4527486,up29,15,44,
53,36.41610106,136.4543839,up29,15,45,
54,36.42968959,136.4625835,up29,15,45,
55,36.44429656,136.4800566,up29,15,46,
56,36.46643737,136.493625,up29,15,47,
57,36.4834705,136.5069983,up29,15,48,
58,36.50842473,136.5352089,up29,15,50,
59,36.5253142,136.5629901,up29,15,51,
60,36.53535544,136.5850922,up29,15,52,
61,36.55283912,136.6205407,up29,15,53,
62,36.56697342,136.6395826,up29,15,54,
63,36.57823804,136.6475734,up29,15,55,
1,35.64539102,136.0768759,up30,15,17,1
2,35.65929747,136.0950707,up30,15,17,1
3,35.68497762,136.1070751,up30,15,18,1
4,35.70317626,136.1146778,up30,15,19,1
5,35.76586476,136.1402872,up30,15,21,1
6,35.81812155,136.1610947,up30,15,23,1
7,35.84958885,136.1775007,up30,15,25,1
8,35.86416602,136.1882852,up30,15,25,1
9,35.88516998,136.195938,up30,15,26,1
10,35.89558136,136.1990239,up30,15,26,1
11,35.90843921,136.20189,up30,15,27,1
12,35.9223765,136.2070656,up30,15,27,1
13,35.93421603,136.2145703,up30,15,28,1
14,35.94846303,136.2176757,up30,15,28,1
15,35.95411921,136.2170287,up30,15,29,1
16,35.9687815,136.215476,up30,15,29,1
17,36.00602189,136.2232084,up30,15,30,1
18,36.01643618,136.2235517,up30,15,31,1
19,36.03156916,136.2189168,up30,15,31,1
20,36.04413021,136.2178633,up30,15,32,1
21,36.05494258,136.2181561,up30,15,32,1
22,36.06046657,136.2220607,up30,15,32,1
23,36.06215635,136.2235144,up30,15,34,1
24,36.06622689,136.2287961,up30,15,34,1
25,36.07190789,136.2329936,up30,15,34,1
26,36.08208533,136.2370934,up30,15,34,1
27,36.09186705,136.244024,up30,15,35,1
28,36.10259398,136.2450978,up30,15,35,1
29,36.10961302,136.2446097,up30,15,36,1
30,36.11978558,136.2442193,up30,15,36,1
31,36.12554155,136.2450002,up30,15,36,1
32,36.1353967,136.2489048,up30,15,37,1
33,36.15037415,136.2528094,up30,15,37,1
34,36.16314214,136.250369,up30,15,38,1
35,36.17858705,136.2451954,up30,15,38,1
36,36.1894597,136.2416813,up30,15,39,1
37,36.20513572,136.2361172,up30,15,39,1
38,36.21466584,136.2348483,up30,15,40,1
39,36.22513975,136.235922,up30,15,40,1
40,36.25497877,136.252907,up30,15,41,1
41,36.2996766,136.3170399,up30,15,44,1
42,36.31713957,136.3385152,up30,15,45,1
43,36.32083619,136.3508146,up30,15,45,1
44,36.32382481,136.3657497,up30,15,46,1
45,36.32421804,136.3843941,up30,15,46,1
46,36.32799296,136.4002077,up30,15,47,1
47,36.33860895,136.4188521,up30,15,47,1
48,36.35228964,136.4327134,up30,15,48,1
49,36.37147,136.4419868,up30,15,49,1
50,36.38349462,136.4493079,up30,15,49,1
51,36.39944599,136.4526268,up30,15,50,1
52,36.40281336,136.4527486,up30,15,50,1
53,36.41610106,136.4543839,up30,15,51,1
54,36.42968959,136.4625835,up30,15,51,1
55,36.44429656,136.4800566,up30,15,52,1
56,36.46643737,136.493625,up30,15,53,1
57,36.4834705,136.5069983,up30,15,54,1
58,36.50842473,136.5352089,up30,15,55,1
59,36.5253142,136.5629901,up30,15,56,1
60,36.53535544,136.5850922,up30,15,57,1
61,36.55283912,136.6205407,up30,15,58,1
62,36.56697342,136.6395826,up30,15,59,1
63,36.57823804,136.6475734,up30,16,0,1
1,35.64539102,136.0768759,up31,15,41,
2,35.65929747,136.0950707,up31,15,41,
3,35.68497762,136.1070751,up31,15,42,
4,35.70317626,136.1146778,up31,15,43,
5,35.76586476,136.1402872,up31,15,46,
6,35.81812155,136.1610947,up31,15,48,
7,35.84958885,136.1775007,up31,15,50,
8,35.86416602,136.1882852,up31,15,50,
9,35.88516998,136.195938,up31,15,51,
10,35.89558136,136.1990239,up31,15,53,
11,35.90843921,136.20189,up31,15,53,
12,35.9223765,136.2070656,up31,15,54,
13,35.93421603,136.2145703,up31,15,54,
14,35.94846303,136.2176757,up31,15,55,
15,35.95411921,136.2170287,up31,15,55,
16,35.9687815,136.215476,up31,15,56,
17,36.00602189,136.2232084,up31,15,58,
18,36.01643618,136.2235517,up31,15,58,
19,36.03156916,136.2189168,up31,15,59,
20,36.04413021,136.2178633,up31,16,0,
21,36.05494258,136.2181561,up31,16,0,
22,36.06046657,136.2220607,up31,16,0,
23,36.06215635,136.2235144,up31,16,2,
24,36.06622689,136.2287961,up31,16,2,
25,36.07190789,136.2329936,up31,16,2,
26,36.08208533,136.2370934,up31,16,3,
27,36.09186705,136.244024,up31,16,3,
28,36.10259398,136.2450978,up31,16,4,
29,36.10961302,136.2446097,up31,16,4,
30,36.11978558,136.2442193,up31,16,5,
31,36.12554155,136.2450002,up31,16,5,
32,36.1353967,136.2489048,up31,16,5,
33,36.15037415,136.2528094,up31,16,6,
34,36.16314214,136.250369,up31,16,7,
35,36.17858705,136.2451954,up31,16,8,
36,36.1894597,136.2416813,up31,16,8,
37,36.20513572,136.2361172,up31,16,9,
38,36.21466584,136.2348483,up31,16,11,
39,36.22513975,136.235922,up31,16,11,
40,36.25497877,136.252907,up31,16,13,
41,36.2996766,136.3170399,up31,16,16,
42,36.31713957,136.3385152,up31,16,17,
43,36.32083619,136.3508146,up31,16,19,
44,36.32382481,136.3657497,up31,16,19,
45,36.32421804,136.3843941,up31,16,20,
46,36.32799296,136.4002077,up31,16,21,
47,36.33860895,136.4188521,up31,16,22,
48,36.35228964,136.4327134,up31,16,23,
49,36.37147,136.4419868,up31,16,24,
50,36.38349462,136.4493079,up31,16,24,
51,36.39944599,136.4526268,up31,16,25,
52,36.40281336,136.4527486,up31,16,27,
53,36.41610106,136.4543839,up31,16,27,
54,36.42968959,136.4625835,up31,16,28,
55,36.44429656,136.4800566,up31,16,29,
56,36.46643737,136.493625,up31,16,30,
57,36.4834705,136.5069983,up31,16,31,
58,36.50842473,136.5352089,up31,16,32,
59,36.5253142,136.5629901,up31,16,34,
60,36.53535544,136.5850922,up31,16,34,
61,36.55283912,136.6205407,up31,16,36,
62,36.56697342,136.6395826,up31,16,37,
63,36.57823804,136.6475734,up31,16,38,
1,35.64539102,136.0768759,up32,16,4,
2,35.65929747,136.0950707,up32,16,4,
3,35.68497762,136.1070751,up32,16,5,
4,35.70317626,136.1146778,up32,16,6,
5,35.76586476,136.1402872,up32,16,9,
6,35.81812155,136.1610947,up32,16,11,
7,35.84958885,136.1775007,up32,16,12,
8,35.86416602,136.1882852,up32,16,13,
9,35.88516998,136.195938,up32,16,14,
10,35.89558136,136.1990239,up32,16,14,
11,35.90843921,136.20189,up32,16,14,
12,35.9223765,136.2070656,up32,16,15,
13,35.93421603,136.2145703,up32,16,16,
14,35.94846303,136.2176757,up32,16,16,
15,35.95411921,136.2170287,up32,16,16,
16,35.9687815,136.215476,up32,16,17,
17,36.00602189,136.2232084,up32,16,18,
18,36.01643618,136.2235517,up32,16,19,
19,36.03156916,136.2189168,up32,16,19,
20,36.04413021,136.2178633,up32,16,20,
21,36.05494258,136.2181561,up32,16,20,
22,36.06046657,136.2220607,up32,16,20,
23,36.06215635,136.2235144,up32,16,22,
24,36.06622689,136.2287961,up32,16,22,
25,36.07190789,136.2329936,up32,16,22,
26,36.08208533,136.2370934,up32,16,22,
27,36.09186705,136.244024,up32,16,23,
28,36.10259398,136.2450978,up32,16,23,
29,36.10961302,136.2446097,up32,16,23,
30,36.11978558,136.2442193,up32,16,24,
31,36.12554155,136.2450002,up32,16,24,
32,36.1353967,136.2489048,up32,16,24,
33,36.15037415,136.2528094,up32,16,25,
34,36.16314214,136.250369,up32,16,25,
35,36.17858705,136.2451954,up32,16,26,
36,36.1894597,136.2416813,up32,16,26,
37,36.20513572,136.2361172,up32,16,27,
38,36.21466584,136.2348483,up32,16,27,
39,36.22513975,136.235922,up32,16,28,
40,36.25497877,136.252907,up32,16,29,
41,36.2996766,136.3170399,up32,16,31,
42,36.31713957,136.3385152,up32,16,32,
43,36.32083619,136.3508146,up32,16,32,
44,36.32382481,136.3657497,up32,16,33,
45,36.32421804,136.3843941,up32,16,33,
46,36.32799296,136.4002077,up32,16,34,
47,36.33860895,136.4188521,up32,16,34,
48,36.35228964,136.4327134,up32,16,35,
49,36.37147,136.4419868,up32,16,36,
50,36.38349462,136.4493079,up32,16,36,
51,36.39944599,136.4526268,up32,16,37,
52,36.40281336,136.4527486,up32,16,37,
53,36.41610106,136.4543839,up32,16,37,
54,36.42968959,136.4625835,up32,16,38,
55,36.44429656,136.4800566,up32,16,39,
56,36.46643737,136.493625,up32,16,40,
57,36.4834705,136.5069983,up32,16,40,
58,36.50842473,136.5352089,up32,16,41,
59,36.5253142,136.5629901,up32,16,42,
60,36.53535544,136.5850922,up32,16,43,
61,36.55283912,136.6205407,up32,16,44,
62,36.56697342,136.6395826,up32,16,45,
63,36.57823804,136.6475734,up32,16,46,
1,35.64539102,136.0768759,up33,16,11,1
2,35.65929747,136.0950707,up33,16,11,1
3,35.68497762,136.1070751,up33,16,12,1
4,35.70317626,136.1146778,up33,16,13,1
5,35.76586476,136.1402872,up33,16,16,1
6,35.81812155,136.1610947,up33,16,18,1
7,35.84958885,136.1775007,up33,16,19,1
8,35.86416602,136.1882852,up33,16,20,1
9,35.88516998,136.195938,up33,16,21,1
10,35.89558136,136.1990239,up33,16,21,1
11,35.90843921,136.20189,up33,16,21,1
12,35.9223765,136.2070656,up33,16,22,1
13,35.93421603,136.2145703,up33,16,23,1
14,35.94846303,136.2176757,up33,16,23,1
15,35.95411921,136.2170287,up33,16,23,1
16,35.9687815,136.215476,up33,16,24,1
17,36.00602189,136.2232084,up33,16,25,1
18,36.01643618,136.2235517,up33,16,26,1
19,36.03156916,136.2189168,up33,16,26,1
20,36.04413021,136.2178633,up33,16,27,1
21,36.05494258,136.2181561,up33,16,27,1
22,36.06046657,136.2220607,up33,16,27,1
23,36.06215635,136.2235144,up33,16,29,1
24,36.06622689,136.2287961,up33,16,29,1
25,36.07190789,136.2329936,up33,16,29,1
26,36.08208533,136.2370934,up33,16,29,1
27,36.09186705,136.244024,up33,16,30,1
28,36.10259398,136.2450978,up33,16,30,1
29,36.10961302,136.2446097,up33,16,31,1
30,36.11978558,136.2442193,up33,16,31,1
31,36.12554155,136.2450002,up33,16,31,1
32,36.1353967,136.2489048,up33,16,32,1
33,36.15037415,136.2528094,up33,16,32,1
34,36.16314214,136.250369,up33,16,33,1
35,36.17858705,136.2451954,up33,16,33,1
36,36.1894597,136.2416813,up33,16,34,1
37,36.20513572,136.2361172,up33,16,34,1
38,36.21466584,136.2348483,up33,16,35,1
39,36.22513975,136.235922,up33,16,35,1
40,36.25497877,136.252907,up33,16,36,1
41,36.2996766,136.3170399,up33,16,39,1
42,36.31713957,136.3385152,up33,16,40,1
43,36.32083619,136.3508146,up33,16,40,1
44,36.32382481,136.3657497,up33,16,41,1
45,36.32421804,136.3843941,up33,16,41,1
46,36.32799296,136.4002077,up33,16,42,1
47,36.33860895,136.4188521,up33,16,42,1
48,36.35228964,136.4327134,up33,16,43,1
49,36.37147,136.4419868,up33,16,44,1
50,36.38349462,136.4493079,up33,16,44,1
51,36.39944599,136.4526268,up33,16,45,1
52,36.40281336,136.4527486,up33,16,45,1
53,36.41610106,136.4543839,up33,16,46,1
54,36.42968959,136.4625835,up33,16,46,1
55,36.44429656,136.4800566,up33,16,47,1
56,36.46643737,136.493625,up33,16,48,1
57,36.4834705,136.5069983,up33,16,49,1
58,36.50842473,136.5352089,up33,16,50,1
59,36.5253142,136.5629901,up33,16,51,1
60,36.53535544,136.5850922,up33,16,52,1
61,36.55283912,136.6205407,up33,16,53,1
